weight|isCreditBad|pred1
3.53498|0|0.1263343533152462
3.53498|0|0.058147144779386116
3.53498|0|0.21111809256070693
2|0|0.06151904027702439
2|0|0.10382836958181006
3.53498|0|0.07778045315215337
2|1|0.14726671031328004
4.01725|0|0.2820216454209048
3.53498|0|0.14497333579075017
2|0|0.1273644593356261
2|1|0.3903753475172698
2|0|0.1809793030193639
2|1|0.2558877013931033
3.53498|0|0.09843708661360874
2|0|0.17877802881480273
3.53498|0|0.13310333078894532
2|1|0.08335959812588183
9.64051|0|0.2039349036515887
9.64051|0|0.1605804966018076
9.64051|0|0.12767501635025302
9.64051|0|0.21170907289061486
9.64051|0|0.613420570392512
9.64051|0|0.10003993163479125
9.64051|0|0.15860052363601568
1|0|0.1527624922089571
9.64051|0|0.06890772970110365
9.64051|0|0.26648059702323595
9.64051|0|0.14567123463586695
9.64051|0|0.11435340693993805
9.64051|0|0.1739696854486907
9.64051|0|0.12103632961617077
9.64051|0|0.1327833955240835
9.64051|0|0.10570594776148529
1|0|0.3571510364153547
3.53498|0|0.16662685729994844
3.53498|0|0.12923600153828865
2|0|0.15736009509247806
2|0|0.2017711869429513
2|0|0.16112267457603696
3.53498|0|0.1634738447041498
3.53498|0|0.16295960042961993
2|0|0.08231276879627848
4.01725|0|0.052245488265687555
2|0|0.1138847736148602
3.53498|0|0.16409717687594721
2|0|0.1466045122601723
3.53498|0|0.46281678439809665
2|0|0.09360541474207318
2|0|0.26931001866507526
2|0|0.1003814854566406
3.53498|0|0.12460430685726183
2|0|0.2202854838036849
3.53498|0|0.11600638421967885
2|0|0.12392039252179948
2|0|0.15292812412065615
2|0|0.2046501037060864
2|1|0.3075249554130211
3.53498|0|0.11381518911919715
3.53498|0|0.17524330368283172
3.53498|0|0.09836080706828453
3.53498|0|0.12624217608581237
2|0|0.08098016874205755
3.53498|0|0.16730577771843205
2|0|0.14649802147371085
3.53498|0|0.1440589477193014
3.53498|0|0.1159242186953608
4.01725|0|0.11077341247446744
2|0|0.10682948243732951
1|0|0.18272285028120958
4.01725|0|0.21915082755310242
3.53498|0|0.08851973909715798
4.01725|0|0.10504161431145159
4.01725|0|0.1412815607351297
3.53498|0|0.03715759912862564
3.53498|0|0.09732285505854422
4.01725|0|0.1676845430668749
2|1|0.21117216810840198
9.64051|0|0.15457399058719853
9.64051|0|0.16939589708714528
9.64051|0|0.09239899515801646
9.64051|0|0.10912052771751299
9.64051|0|0.050792295627051606
9.64051|0|0.12629192374264675
9.64051|0|0.07777973754391883
9.64051|0|0.3016319700464443
2|1|0.066301392882002
9.64051|0|0.5492263430444942
9.64051|0|0.11939557239358438
2|1|0.23156400014075984
9.64051|0|0.20360694114751007
9.64051|0|0.19667825544168352
9.64051|0|0.09214949921403325
9.64051|0|0.24651084364770628
9.64051|0|0.35918320484026917
9.64051|0|0.09964653646490336
1|0|0.3964365124682073
9.64051|0|0.1218927591517313
9.64051|0|0.07439215615061276
2|1|0.10082709974277582
1|0|0.3425215329612372
1|0|0.12886297968887106
2|0|0.05863013550115918
3.53498|0|0.18283861922628092
3.53498|0|0.11339830249227696
2|0|0.2007054491015005
2|0|0.3907531360570022
3.53498|0|0.0935382238296549
3.53498|0|0.1355979157990044
3.53498|0|0.1163623630943428
3.53498|0|0.09664199018927622
4.01725|0|0.8287219973515613
3.53498|0|0.15943008107147325
4.01725|0|0.15301774852692993
3.53498|0|0.12524799405462972
2|0|0.09745781323002979
3.53498|0|0.06773290734554833
3.53498|0|0.05092003619842891
2|0|0.0968295501125129
3.53498|0|0.1320700906271938
3.53498|0|0.11442418843782365
3.53498|0|0.24419352410338438
2|0|0.30640555745674886
3.53498|0|0.07627402662035726
3.53498|0|0.056321838851756074
4.01725|0|0.1536682490481895
3.53498|0|0.21781739542992548
2|0|0.10107277388253563
3.53498|0|0.09478422236795428
2|0|0.13601719864479758
3.53498|0|0.103175082450347
3.53498|0|0.0433586404733624
3.53498|0|0.14000336222746568
4.01725|0|0.1010806731152707
2|0|0.11743811179238936
3.53498|0|0.1760579298154981
3.53498|0|0.11734562420603756
3.53498|0|0.17080548680551302
2|1|0.39340968493852685
2|0|0.08555821378284297
2|0|0.1803969935242615
2|0|0.12597625398919035
4.01725|0|0.26124580081799215
3.53498|0|0.10544088606928056
3.53498|0|0.11605786941083955
4.01725|0|0.10196273787053278
3.53498|0|0.13170424467687827
2|1|0.21364167839711515
9.64051|0|0.060307026011409436
2|1|0.1320140938599756
9.64051|0|0.10298801282896002
9.64051|0|0.1928729675332277
9.64051|0|0.17527166517115375
9.64051|0|0.2101725211591738
9.64051|0|0.14085523906113911
9.64051|0|0.10758721999932537
9.64051|0|0.0831114583372205
1|0|0.47139473497047435
9.64051|0|0.04114725294619246
9.64051|0|0.11689149845478168
2|1|0.3350299686613247
2|1|0.12226996134367897
3.53498|0|0.18387475168843673
4.01725|0|0.42291677923572135
3.53498|0|0.17120597981506616
3.53498|0|0.12102339185488618
3.53498|0|0.1308396510951795
3.53498|0|0.07261132342911276
3.53498|0|0.09932134170838999
2|0|0.2993678201632307
3.53498|0|0.11311841943045435
2|0|0.14957730594983035
2|0|0.046328874680279485
3.53498|0|0.0940768444955322
3.53498|0|0.10502096014360654
2|0|0.13362019084623106
2|0|0.1475756131734629
3.53498|0|0.07165874949305663
2|0|0.14256096944200985
3.53498|0|0.2543910074104856
2|0|0.10867697317093666
4.01725|0|0.13386875195877823
3.53498|0|0.05115075808173516
2|0|0.16924242277361348
2|0|0.197396173242385
4.01725|0|0.2164237391178737
2|1|0.10902377825994529
2|0|0.15564284079879465
2|0|0.1012477472593758
4.01725|0|0.22294147132812087
3.53498|0|0.1928969778263861
3.53498|0|0.1567407865429482
3.53498|0|0.10439507922914369
2|0|0.09191534050753421
1|0|0.3267797806629991
2|0|0.11544021557712887
2|1|0.3040534623487605
3.53498|0|0.11195188587950718
3.53498|0|0.09320024706395563
3.53498|0|0.1478364499474203
3.53498|0|0.19250504322120365
3.53498|0|0.17031220767754823
4.01725|0|0.26744678379215303
3.53498|0|0.11326883415936964
3.53498|0|0.12857613298629209
3.53498|0|0.09553462801999901
3.53498|0|0.08029862099690166
3.53498|0|0.14831843065115513
3.53498|0|0.051603827239118785
3.53498|0|0.08064854658421496
3.53498|0|0.10247673800023745
9.64051|0|0.09167697753234948
9.64051|0|0.10423128240450942
2|1|0.18683749456229887
9.64051|0|0.1210797938421828
9.64051|0|0.14917815390052322
9.64051|0|0.15557612089338688
9.64051|0|0.1673200110817194
9.64051|0|0.10392564936998357
9.64051|0|0.058300120076575174
9.64051|0|0.12950800074827942
1|0|0.09593863040404751
1|0|0.058332551505277
2|0|0.13684589607836195
2|1|0.14893079645965526
1|0|0.4165543344432723
9.64051|0|0.19597803819799853
9.64051|0|0.21135567981960474
9.64051|0|0.060027020582098814
9.64051|0|0.10056135024702369
9.64051|0|0.09377739258653912
9.64051|0|0.19673354267456417
2|1|0.20192304441897455
2|1|0.13720831249578502
9.64051|0|0.26151526044622203
9.64051|0|0.09630852908266141
9.64051|0|0.1625787208793711
9.64051|0|0.11156029432235194
9.64051|0|0.06519929955505913
1|0|0.10426203969240164
2|1|0.3356000351592115
1|0|0.5939127611388891
9.64051|0|0.3280378935667612
1|0|0.6154811476635379
2|1|0.22047398063299872
2|1|0.2937824960322344
2|0|0.25539328524708543
3.53498|0|0.15669756742136165
3.53498|0|0.1269808557684262
3.53498|0|0.23307237315224263
3.53498|0|0.08554818917664986
2|0|0.1214025234528953
2|0|0.08003913295244763
2|0|0.2155650019807362
3.53498|0|0.06339600200687037
3.53498|0|0.07216504747347692
3.53498|0|0.2441564460722268
3.53498|0|0.052546016512332025
3.53498|0|0.18359501342196075
3.53498|0|0.06532473339326962
3.53498|0|0.14681275128651244
2|0|0.10529146622137349
2|1|0.12026065966137198
3.53498|0|0.14495642095300112
3.53498|0|0.049029873326073
3.53498|0|0.10429542561807546
2|0|0.09324497191041381
4.01725|0|0.27030468113414363
3.53498|0|0.052888981834677246
2|0|0.13692660808465576
3.53498|0|0.12399079042814212
4.01725|0|0.24242321746383408
3.53498|0|0.11271728931999613
2|0|0.125364702377271
2|0|0.15132412364329859
3.53498|0|0.10854638072543511
3.53498|0|0.17572895980174316
2|0|0.07632759979049504
3.53498|0|0.10719950690955526
3.53498|0|0.0847800861969925
3.53498|0|0.22082059541435206
3.53498|0|0.2740541938960444
3.53498|0|0.12710693743589668
3.53498|0|0.12663851933979944
3.53498|0|0.11216419928625743
2|0|0.20415605378794222
3.53498|0|0.10958865214939958
3.53498|0|0.12520331669045406
3.53498|0|0.04095538966361353
2|0|0.09557736219519483
2|0|0.2979595698624838
2|0|0.09407958206165315
3.53498|0|0.14470051260505404
3.53498|0|0.10124037637975909
3.53498|0|0.12994775059741073
3.53498|0|0.15579261484057863
2|0|0.10150490443570429
3.53498|0|0.06491524426876111
2|0|0.034215001651758524
3.53498|0|0.10035064228197373
1|0|0.10827174888259158
9.64051|0|0.08455980029316121
9.64051|0|0.16297916312940341
2|1|0.2831403248316948
2|1|0.17105992697230168
9.64051|0|0.05915599052056151
9.64051|0|0.23481515702585123
9.64051|0|0.12211825448188697
9.64051|0|0.16390916066597994
9.64051|0|0.05528449513856718
2|1|0.1335660040059087
9.64051|0|0.11670917110155825
9.64051|0|0.11729160272178954
9.64051|0|0.20603039355044547
9.64051|0|0.03910125230282908
2|1|0.07831211900085637
9.64051|0|0.3758370638302154
9.64051|0|0.2026671219437909
9.64051|0|0.053495016492618404
9.64051|0|0.12081088363834275
2|1|0.1600298958090287
9.64051|0|0.10566806950661589
2|1|0.2678669818169938
3.53498|0|0.0746377460748026
3.53498|0|0.06518143084915497
3.53498|0|0.11861425493494566
3.53498|0|0.12838562064851175
3.53498|0|0.12045517680424457
3.53498|0|0.11912945773320889
3.53498|0|0.07993229833279084
3.53498|0|0.06488364840206229
3.53498|0|0.07303062239432657
3.53498|0|0.1286278215020292
4.01725|0|0.13257418503683172
3.53498|0|0.2078504865151945
2|0|0.06443262178611063
2|0|0.11356807017650543
4.01725|0|0.13291005727025804
3.53498|0|0.126586011108985
2|0|0.2357824441519804
3.53498|0|0.1344752559304381
2|0|0.21443763150273237
4.01725|0|0.17510456602394764
3.53498|0|0.058219656957902974
3.53498|0|0.05091848481362186
3.53498|0|0.05826858421782744
3.53498|0|0.17493761633667412
2|1|0.3388047249377625
3.53498|0|0.1693196057808395
2|0|0.08058556398977454
2|0|0.12673725005487027
3.53498|0|0.1398117374961438
2|0|0.13540846740279738
3.53498|0|0.128908697533494
2|0|0.13984862244435295
3.53498|0|0.23626591636829894
2|0|0.13134801195112253
3.53498|0|0.050629385491078024
3.53498|0|0.1462067647523634
3.53498|0|0.07209881765757317
9.64051|0|0.12953528115663113
9.64051|0|0.051118757644351885
1|0|0.11476653956962661
2|1|0.6584366567474244
9.64051|0|0.20489380842490842
2|1|0.159869921793906
9.64051|0|0.08385982388785977
9.64051|0|0.06874628689047523
1|0|0.09184008592877528
9.64051|0|0.09734578165364043
9.64051|0|0.09358731929719284
2|1|0.4362539452526529
9.64051|0|0.15344609795966818
2|1|0.20012155360962602
9.64051|0|0.1400844692175348
2|1|0.8794275577011117
2|1|0.2049836372491504
9.64051|0|0.06547611803249141
9.64051|0|0.17102696306352183
9.64051|0|0.4535409578883833
9.64051|0|0.1434499311150751
3.53498|0|0.15269340761044434
4.01725|0|0.26129432397251756
3.53498|0|0.10422895510790406
3.53498|0|0.1205964258914047
1|0|0.4227404592324796
2|0|0.0737010955344291
3.53498|0|0.15500632703884387
2|0|0.12610653147901657
3.53498|0|0.0772577429563104
2|0|0.16246463740521228
2|1|0.15384714876339334
2|0|0.08389269541532639
4.01725|0|0.1939791630558973
2|0|0.10222412120450458
4.01725|0|0.2476693210227753
3.53498|0|0.08560362560745917
2|0|0.17009196248656436
3.53498|0|0.12255753996958836
3.53498|0|0.07987110140017803
3.53498|0|0.2804318532321622
2|0|0.07452519872130052
2|0|0.19295318203105744
4.01725|0|0.10305037946404043
4.01725|0|0.26500848935981897
3.53498|0|0.14051186055186649
3.53498|0|0.06976424803412405
3.53498|0|0.07278589817496368
3.53498|0|0.0993305358710468
3.53498|0|0.16850795808808672
2|0|0.24777984958280835
2|0|0.12639125058422135
3.53498|0|0.0834546646578932
4.01725|0|0.25730295851585583
2|1|0.2551671489385843
3.53498|0|0.09739567960783457
3.53498|0|0.05761639124217607
2|0|0.10937593542796904
3.53498|0|0.1579830278702793
3.53498|0|0.10903394470761689
3.53498|0|0.09558627104189076
2|0|0.06324034019296278
1|0|0.3726572957222238
2|0|0.15901576239910545
9.64051|0|0.11423805995267283
9.64051|0|0.08887358175041025
9.64051|0|0.17466556434949762
9.64051|0|0.11975170337805775
9.64051|0|0.06594546177983644
2|1|0.8663639557043707
2|1|0.21090493006571132
9.64051|0|0.152395596883414
9.64051|0|0.0959928743404574
9.64051|0|0.18968784376642364
2|1|0.2836670883482505
9.64051|0|0.16651567591557637
9.64051|0|0.42383417305722143
2|1|0.8680521402816438
9.64051|0|0.07050521741520008
9.64051|0|0.09501134493252128
9.64051|0|0.08027033404484851
3.53498|0|0.11287295299815628
3.53498|0|0.15330805448157903
2|0|0.30452656039352377
4.01725|0|0.20023004779044265
3.53498|0|0.16407358851966547
3.53498|0|0.10164408189443676
3.53498|0|0.14381566327606882
3.53498|0|0.16719389468632856
3.53498|0|0.045063911114569755
3.53498|0|0.049470707771582974
4.01725|0|0.21357787384976293
3.53498|0|0.10571132283140788
2|0|0.13061277380940886
3.53498|0|0.20673662729701128
2|0|0.29499236544760343
2|0|0.1195613537511141
3.53498|0|0.17396623647221837
3.53498|0|0.08143495388922374
3.53498|0|0.13316150458742232
2|0|0.12018466979120034
3.53498|0|0.04755883024807929
3.53498|0|0.2578010434566152
3.53498|0|0.1809526030691168
3.53498|0|0.10408973043553514
4.01725|0|0.11482052527844754
3.53498|0|0.1795955616817913
2|1|0.20587617587514032
9.64051|0|0.1590094390469116
9.64051|0|0.13368909486705624
9.64051|0|0.10950254102946397
2|1|0.2338895909233206
9.64051|0|0.19100287148380674
2|1|0.1035546760323873
2|1|0.21493113762653038
2|1|0.0709381313150037
9.64051|0|0.0846695119304236
9.64051|0|0.1682058291582871
9.64051|0|0.10848863479736272
9.64051|0|0.07620875021795745
9.64051|0|0.37377553663056373
9.64051|0|0.18404758553601702
9.64051|0|0.10782586398633172
2|1|0.22198687881116552
9.64051|0|0.3061186801370484
9.64051|0|0.16416896175073625
2|1|0.36260522083414276
1|0|0.31095141493974454
2|1|0.3313708180791718
3.53498|0|0.08877883516917491
3.53498|0|0.0860029504126901
3.53498|0|0.17162427637942743
3.53498|0|0.11498205970862076
2|1|0.381599665096952
3.53498|0|0.10800185248070905
3.53498|0|0.22613992296941068
2|0|0.1608994977463371
2|0|0.1711841695969332
3.53498|0|0.05557666638251889
3.53498|0|0.05250051238301136
3.53498|0|0.18665028503173406
3.53498|0|0.3002245227354481
2|0|0.271358022738001
2|0|0.11565232858937298
3.53498|0|0.1275980162030868
3.53498|0|0.04753360584255881
3.53498|0|0.0918306096262323
2|0|0.09433106066727762
2|0|0.10587980428352424
3.53498|0|0.0985590453347697
2|1|0.23618266367688648
3.53498|0|0.05782866358800996
2|1|0.11552262855632627
3.53498|0|0.04182597603500595
3.53498|0|0.1244919114624559
2|0|0.13888017798542884
2|1|0.28677318984288336
3.53498|0|0.05440672136999748
3.53498|0|0.15112031457114938
2|0|0.16794279685975527
3.53498|0|0.058185713195656484
3.53498|0|0.09765214829822486
3.53498|0|0.17237512227540253
2|1|0.1897057221744496
4.01725|0|0.1928828503158617
3.53498|0|0.11519699423397668
2|0|0.0770854284579583
2|0|0.0695783946901205
3.53498|0|0.1336262143109538
9.64051|0|0.1422186793262605
9.64051|0|0.14776388259043008
9.64051|0|0.2904240096894715
2|1|0.11747539887254636
9.64051|0|0.07862742819486927
9.64051|0|0.16533486798893318
2|1|0.061718768052004415
1|0|0.09383924013816043
3.53498|0|0.08967527762130133
9.64051|0|0.18229747487799586
9.64051|0|0.19004612917347494
9.64051|0|0.3591881988560805
9.64051|0|0.18239639408806385
9.64051|0|0.10121358925010042
9.64051|0|0.2188531669741675
9.64051|0|0.11767132237304187
2|1|0.12659093895487825
9.64051|0|0.21396280586357544
1|0|0.11762474504994569
9.64051|0|0.19546222725351062
9.64051|0|0.19130915906423132
9.64051|0|0.21352424547757842
9.64051|0|0.10454902414516323
9.64051|0|0.13017425522261777
9.64051|0|0.21731624530864618
9.64051|0|0.2148024846801288
9.64051|0|0.04374715846719338
9.64051|0|0.42854814121268464
9.64051|0|0.2894606240690365
9.64051|0|0.09737152461024853
9.64051|0|0.08506507716453454
9.64051|0|0.08903868586543874
9.64051|0|0.15149653361353668
2|1|0.11893925044790393
9.64051|0|0.37094301078004627
9.64051|0|0.1416502862207369
2|1|0.6119266418018854
2|0|0.132604082618831
3.53498|0|0.15890491874530696
3.53498|0|0.18759377238212607
2|0|0.09457746308247422
3.53498|0|0.09489554432317494
2|0|0.05657570708539431
3.53498|0|0.1577493989306045
2|0|0.12958805367825477
2|1|0.24935552092056726
2|0|0.13164709286889625
2|1|0.19316307547793984
3.53498|0|0.13639113116014417
2|0|0.07120668457742774
1|0|0.18325433580708805
3.53498|0|0.1069673572143126
3.53498|0|0.07120577160308648
3.53498|0|0.18603420522776637
2|1|0.20508833654176523
3.53498|0|0.06157991450261508
4.01725|0|0.151337576882795
4.01725|0|0.16454463803468877
3.53498|0|0.09195400273426578
4.01725|0|0.16781448162781634
3.53498|0|0.08311111030735217
3.53498|0|0.09210680050115555
3.53498|0|0.03466936567942405
2|0|0.15991997673572111
3.53498|0|0.21975979630141368
3.53498|0|0.15831957252445245
3.53498|0|0.19305854717560203
3.53498|0|0.06008951629079009
3.53498|0|0.0700173371716453
2|0|0.1071702138532047
3.53498|0|0.13084414152312837
3.53498|0|0.10299717920673955
3.53498|0|0.08328939282416498
3.53498|0|0.05196086800005016
2|0|0.1137980245002709
3.53498|0|0.09052763654997036
9.64051|0|0.025797656719933046
9.64051|0|0.14028360535525553
9.64051|0|0.09722644082688664
9.64051|0|0.11088806062764406
2|1|0.46327815675175094
9.64051|0|0.1074046569811969
9.64051|0|0.22474164212837755
2|1|0.1018063968058208
1|0|0.3458811904594422
9.64051|0|0.14457675143525658
2|1|0.22312303139937203
9.64051|0|0.12599549877381833
9.64051|0|0.10170860263547067
9.64051|0|0.15494451033156362
2|1|0.5429843325570205
2|1|0.11171632426813408
9.64051|0|0.3916258380810638
9.64051|0|0.06556104789124395
2|1|0.20847959902180954
9.64051|0|0.10200987059120373
9.64051|0|0.11691221794167107
9.64051|0|0.09229405518525738
9.64051|0|0.12751897558287326
2|1|0.11766626350280472
2|1|0.17727357191777998
2|0|0.13402249067433744
4.01725|0|0.14218608441503575
3.53498|0|0.09791243139490759
3.53498|0|0.09687777493119634
2|0|0.1920041887243583
3.53498|0|0.056853700739629
2|0|0.17469490981585062
4.01725|0|0.17395073483707263
3.53498|0|0.12575993287891357
3.53498|0|0.14227992592161726
3.53498|0|0.08549720585107115
3.53498|0|0.19762911232722027
2|0|0.2271756197213025
3.53498|0|0.08684961944932161
3.53498|0|0.05609815911263952
2|0|0.18929913413023922
2|0|0.12524220965393665
3.53498|0|0.11216644848877798
2|0|0.09060772037878839
2|0|0.2853618724432003
3.53498|0|0.13931647452861484
3.53498|0|0.15751383192887922
3.53498|0|0.1367289841329305
4.01725|0|0.06396441436511974
2|0|0.05556394530036943
4.01725|0|0.05853268162642191
3.53498|0|0.07990217739727816
3.53498|0|0.0752694529783197
3.53498|0|0.08934886750376488
3.53498|0|0.16418577673219192
3.53498|0|0.07305000227535588
3.53498|0|0.04873852682478383
2|1|0.45393326305603593
3.53498|0|0.1775169704773562
3.53498|0|0.10119240787552308
4.01725|0|0.0670732826231236
4.01725|0|0.19116035570913242
3.53498|0|0.09488956834482706
3.53498|0|0.09360340030483617
4.01725|0|0.20161415702157345
2|1|0.14492453795772992
9.64051|0|0.18944093998040307
9.64051|0|0.2167861050809194
9.64051|0|0.3269485721463541
9.64051|0|0.11296876988742761
9.64051|0|0.09990420624462036
9.64051|0|0.03523070569963814
9.64051|0|0.21660809398596306
2|1|0.35935062834760173
9.64051|0|0.10260967011208111
9.64051|0|0.1398917368388844
1|0|0.12739708429717642
9.64051|0|0.1656069518132799
